,Nama_Produk,Akun,Ulasan,rate,Ulasan_tokenize,Ulasan_normalized,Ulasan_stop_removed	,Ulasan_Stemmed,Ulasan_clean
212,Softies Surgical Mask 30s isi 30 Masker Medis (spt Sensi Nexcare 3M),M***M,packingnya rapi bagus barang sesuai,5,"['packingnya', 'rapi', 'bagus', 'barang', 'sesuai']","['packingnya', 'rapi', 'bagus', 'barang', 'sesuai']","['packingnya', 'rapi', 'bagus', 'barang']","['packingnya', 'rapi', 'bagus', 'barang']",packingnya rapi bagus barang
213,Softies Surgical Mask 30s isi 30 Masker Medis (spt Sensi Nexcare 3M),Agung,kirim cepat packing kardus,5,"['kirim', 'cepat', 'packing', 'kardus']","['kirim', 'cepat', 'packing', 'kardus']","['kirim', 'cepat', 'packing', 'kardus']","['kirim', 'cepat', 'packing', 'kardus']",kirim cepat packing kardus
214,Softies Surgical Mask 30s isi 30 Masker Medis (spt Sensi Nexcare 3M),D***q,barang terima terima kasih,5,"['barang', 'terima', 'terima', 'kasih']","['barang', 'terima', 'terima', 'kasih']","['barang', 'terima', 'terima', 'kasih']","['barang', 'terima', 'terima', 'kasih']",barang terima terima kasih
215,Softies Surgical Mask 30s isi 30 Masker Medis (spt Sensi Nexcare 3M),Haernudin,mantap thanks,5,"['mantap', 'thanks']","['mantap', 'thanks']","['mantap', 'thanks']","['mantap', 'thanks']",mantap thanks
216,Softies Surgical Mask 30s isi 30 Masker Medis (spt Sensi Nexcare 3M),D***n,cepat akurat,5,"['cepat', 'akurat']","['cepat', 'akurat']","['cepat', 'akurat']","['cepat', 'akurat']",cepat akurat
217,Softies Surgical Mask 30s isi 30 Masker Medis (spt Sensi Nexcare 3M),R***l,original recommended seller,5,"['original', 'recommended', 'seller']","['original', 'recommended', 'seller']","['original', 'recommended', 'seller']","['original', 'recommended', 'seller']",original recommended seller
218,Softies Surgical Mask 30s isi 30 Masker Medis (spt Sensi Nexcare 3M),Andriana,pengirimannyamantul gan,5,"['pengirimannyamantul', 'gan']","['pengirimannyamantul', 'gan']","['pengirimannyamantul', 'gan']","['pengirimannyamantul', 'gan']",pengirimannyamantul gan
219,Softies Surgical Mask 30s isi 30 Masker Medis (spt Sensi Nexcare 3M),Andreas,packing rapi cepat,5,"['packing', 'rapi', 'cepat']","['packing', 'rapi', 'cepat']","['packing', 'rapi', 'cepat']","['packing', 'rapi', 'cepat']",packing rapi cepat
220,Softies Surgical Mask 30s isi 30 Masker Medis (spt Sensi Nexcare 3M),L***y,barang sesuai tawar,5,"['barang', 'sesuai', 'tawar']","['barang', 'sesuai', 'tawar']","['barang', 'sesuai', 'tawar']","['barang', 'sesuai', 'tawar']",barang sesuai tawar
221,MIISOO Disposable N95 KN95 Korea KF94 Masker Kesehatan masker evo 4ply - EVO 1pcs,J***r,good product and fast response,5,"['good', 'product', 'and', 'fast', 'response']","['good', 'product', 'and', 'fast', 'response']","['good', 'product', 'fast', 'response']","['good', 'product', 'fast', 'response']",good product fast response
222,MIISOO Disposable N95 KN95 Korea KF94 Masker Kesehatan masker evo 4ply - EVO 1pcs,yuri,tq,5,['tq'],['tq'],['tq'],['tq'],tq
223,MIISOO Disposable N95 KN95 Korea KF94 Masker Kesehatan masker evo 4ply - EVO 1pcs,Kezia,puasssss order,5,"['puasssss', 'order']","['puasssss', 'order']","['puasssss', 'order']","['puasssss', 'order']",puasssss order
224,MIISOO Disposable N95 KN95 Korea KF94 Masker Kesehatan masker evo 4ply - EVO 1pcs,M***i,bagusssss,5,['bagusssss'],['bagusssss'],['bagusssss'],['bagusssss'],bagusssss
225,MIISOO Disposable N95 KN95 Korea KF94 Masker Kesehatan masker evo 4ply - EVO 1pcs,S***i,masker tipe kf,5,"['masker', 'tipe', 'kf']","['masker', 'tipe', 'kf']","['masker', 'tipe', 'kf']","['masker', 'tipe', 'kf']",masker tipe kf
226,MIISOO Disposable N95 KN95 Korea KF94 Masker Kesehatan masker evo 4ply - EVO 1pcs,Andin,barang aman coba moga nyaman pakai,5,"['barang', 'aman', 'coba', 'moga', 'nyaman', 'pakai']","['barang', 'aman', 'coba', 'moga', 'nyaman', 'pakai']","['barang', 'aman', 'coba', 'moga', 'nyaman', 'pakai']","['barang', 'aman', 'coba', 'moga', 'nyaman', 'pakai']",barang aman coba moga nyaman pakai
227,MIISOO Disposable N95 KN95 Korea KF94 Masker Kesehatan masker evo 4ply - EVO 1pcs,endang,barang sesuai deskripsi harga jangkau fast respon,5,"['barang', 'sesuai', 'deskripsi', 'harga', 'jangkau', 'fast', 'respon']","['barang', 'sesuai', 'deskripsi', 'harga', 'jangkau', 'fast', 'respon']","['barang', 'sesuai', 'deskripsi', 'harga', 'jangkau', 'fast', 'respon']","['barang', 'sesuai', 'deskripsi', 'harga', 'jangkau', 'fast', 'respon']",barang sesuai deskripsi harga jangkau fast respon
228,MIISOO Disposable N95 KN95 Korea KF94 Masker Kesehatan masker evo 4ply - EVO 1pcs,Fikri,better ya,4,"['better', 'ya']","['better', 'ya']",['better'],['better'],better
229,MIISOO Disposable N95 KN95 Korea KF94 Masker Kesehatan masker evo 4ply - EVO 1pcs,Wiggo,packing oke pakai dus tambah,5,"['packing', 'oke', 'pakai', 'dus', 'tambah']","['packing', 'oke', 'pakai', 'dus', 'tambah']","['packing', 'oke', 'dus', 'tambah']","['packing', 'oke', 'dus', 'tambah']",packing oke dus tambah
230,MIISOO Disposable N95 KN95 Korea KF94 Masker Kesehatan masker evo 4ply - EVO 1pcs,S***n,kualitas lumayan,4,"['kualitas', 'lumayan']","['kualitas', 'lumayan']","['kualitas', 'lumayan']","['kualitas', 'lumayan']",kualitas lumayan
231,THANKFUL - Masker Headloop Anak 4 Ply | Masker Anak Karet | Face Mask,Ninna,beli menurit masker lembut nyaman masker beli karet kuat gampang putus ikin sek cocok banget banget anak sayang harga lumayan moga diskon ya,5,"['beli', 'menurit', 'masker', 'lembut', 'nyaman', 'masker', 'beli', 'karet', 'kuat', 'gampang', 'putus', 'ikin', 'sek', 'cocok', 'banget', 'banget', 'anak', 'sayang', 'harga', 'lumayan', 'moga', 'diskon', 'ya']","['beli', 'menurit', 'masker', 'lembut', 'nyaman', 'masker', 'beli', 'karet', 'kuat', 'gampang', 'putus', 'ikin', 'sek', 'cocok', 'banget', 'banget', 'anak', 'sayang', 'harga', 'lumayan', 'moga', 'diskon', 'ya']","['beli', 'menurit', 'masker', 'lembut', 'nyaman', 'masker', 'beli', 'karet', 'kuat', 'gampang', 'putus', 'ikin', 'sek', 'cocok', 'banget', 'banget', 'anak', 'sayang', 'harga', 'lumayan', 'moga', 'diskon']","['beli', 'menurit', 'masker', 'lembut', 'nyaman', 'masker', 'beli', 'karet', 'kuat', 'gampang', 'putus', 'ikin', 'sek', 'cocok', 'banget', 'banget', 'anak', 'sayang', 'harga', 'lumayan', 'moga', 'diskon']",beli menurit masker lembut nyaman masker beli karet kuat gampang putus ikin sek cocok banget banget anak sayang harga lumayan moga diskon
232,THANKFUL - Masker Headloop Anak 4 Ply | Masker Anak Karet | Face Mask,Fabiola,beli rising,5,"['beli', 'rising']","['beli', 'rising']","['beli', 'rising']","['beli', 'rising']",beli rising
233,THANKFUL - Masker Headloop Anak 4 Ply | Masker Anak Karet | Face Mask,S***a,bagus kualitas pakcagin aman lembut anak,5,"['bagus', 'kualitas', 'pakcagin', 'aman', 'lembut', 'anak']","['bagus', 'kualitas', 'pakcagin', 'aman', 'lembut', 'anak']","['bagus', 'kualitas', 'pakcagin', 'aman', 'lembut', 'anak']","['bagus', 'kualitas', 'pakcagin', 'aman', 'lembut', 'anak']",bagus kualitas pakcagin aman lembut anak
234,THANKFUL - Masker Headloop Anak 4 Ply | Masker Anak Karet | Face Mask,Benny,terima kasih gan barang terima bahan lembut kirim cepat,5,"['terima', 'kasih', 'gan', 'barang', 'terima', 'bahan', 'lembut', 'kirim', 'cepat']","['terima', 'kasih', 'gan', 'barang', 'terima', 'bahan', 'lembut', 'kirim', 'cepat']","['terima', 'kasih', 'gan', 'barang', 'terima', 'bahan', 'lembut', 'kirim', 'cepat']","['terima', 'kasih', 'gan', 'barang', 'terima', 'bahan', 'lembut', 'kirim', 'cepat']",terima kasih gan barang terima bahan lembut kirim cepat
235,THANKFUL - Masker Headloop Anak 4 Ply | Masker Anak Karet | Face Mask,H***i,faste respond,5,"['faste', 'respond']","['faste', 'respond']","['faste', 'respond']","['faste', 'respond']",faste respond
236,THANKFUL - Masker Headloop Anak 4 Ply | Masker Anak Karet | Face Mask,m***i,bahan halus banget halus merek sih,5,"['bahan', 'halus', 'banget', 'halus', 'merek', 'sih']","['bahan', 'halus', 'banget', 'halus', 'merek', 'sih']","['bahan', 'halus', 'banget', 'halus', 'merek']","['bahan', 'halus', 'banget', 'halus', 'merek']",bahan halus banget halus merek
237,THANKFUL - Masker Headloop Anak 4 Ply | Masker Anak Karet | Face Mask,Bony,packing rapi,5,"['packing', 'rapi']","['packing', 'rapi']","['packing', 'rapi']","['packing', 'rapi']",packing rapi
238,THANKFUL - Masker Headloop Anak 4 Ply | Masker Anak Karet | Face Mask,Novi,bagus cepat,5,"['bagus', 'cepat']","['bagus', 'cepat']","['bagus', 'cepat']","['bagus', 'cepat']",bagus cepat
239,THANKFUL - Masker Headloop Anak 4 Ply | Masker Anak Karet | Face Mask,resty,packing rapi kualitas oke,5,"['packing', 'rapi', 'kualitas', 'oke']","['packing', 'rapi', 'kualitas', 'oke']","['packing', 'rapi', 'kualitas', 'oke']","['packing', 'rapi', 'kualitas', 'oke']",packing rapi kualitas oke
240,THANKFUL - Masker Headloop Anak 4 Ply | Masker Anak Karet | Face Mask,Chardova,produk original sesuai deskripsi kirim cepat harga produk respon jual,5,"['produk', 'original', 'sesuai', 'deskripsi', 'kirim', 'cepat', 'harga', 'produk', 'respon', 'jual']","['produk', 'original', 'sesuai', 'deskripsi', 'kirim', 'cepat', 'harga', 'produk', 'respon', 'jual']","['produk', 'original', 'deskripsi', 'kirim', 'cepat', 'harga', 'produk', 'respon', 'jual']","['produk', 'original', 'deskripsi', 'kirim', 'cepat', 'harga', 'produk', 'respon', 'jual']",produk original deskripsi kirim cepat harga produk respon jual
241,Nexcare 3M Masker 3 Lapis Earloop 3 Ply Daily Mask - 1 Box (36 Masker),Handana,kemas rapi,5,"['kemas', 'rapi']","['kemas', 'rapi']","['kemas', 'rapi']","['kemas', 'rapi']",kemas rapi
242,Nexcare 3M Masker 3 Lapis Earloop 3 Ply Daily Mask - 1 Box (36 Masker),F***i,asa tipis indmret indmret ply yasoalnya kalo kesana beli nexcare,3,"['asa', 'tipis', 'indmret', 'indmret', 'ply', 'yasoalnya', 'kalo', 'kesana', 'beli', 'nexcare']","['asa', 'tipis', 'indmret', 'indmret', 'ply', 'yasoalnya', 'kalo', 'kesana', 'beli', 'nexcare']","['asa', 'tipis', 'indmret', 'indmret', 'ply', 'yasoalnya', 'kesana', 'beli', 'nexcare']","['asa', 'tipis', 'indmret', 'indmret', 'ply', 'yasoalnya', 'kesana', 'beli', 'nexcare']",asa tipis indmret indmret ply yasoalnya kesana beli nexcare
243,Nexcare 3M Masker 3 Lapis Earloop 3 Ply Daily Mask - 1 Box (36 Masker),n***a,beli box bonus kf kirimminta produk foto proses complain bonus foto produk,4,"['beli', 'box', 'bonus', 'kf', 'kirimminta', 'produk', 'foto', 'proses', 'complain', 'bonus', 'foto', 'produk']","['beli', 'box', 'bonus', 'kf', 'kirimminta', 'produk', 'foto', 'proses', 'complain', 'bonus', 'foto', 'produk']","['beli', 'box', 'bonus', 'kf', 'kirimminta', 'produk', 'foto', 'proses', 'complain', 'bonus', 'foto', 'produk']","['beli', 'box', 'bonus', 'kf', 'kirimminta', 'produk', 'foto', 'proses', 'complain', 'bonus', 'foto', 'produk']",beli box bonus kf kirimminta produk foto proses complain bonus foto produk
244,Nexcare 3M Masker 3 Lapis Earloop 3 Ply Daily Mask - 1 Box (36 Masker),W***m,produk bagus original kirim cepat,5,"['produk', 'bagus', 'original', 'kirim', 'cepat']","['produk', 'bagus', 'original', 'kirim', 'cepat']","['produk', 'bagus', 'original', 'kirim', 'cepat']","['produk', 'bagus', 'original', 'kirim', 'cepat']",produk bagus original kirim cepat
245,Nexcare 3M Masker 3 Lapis Earloop 3 Ply Daily Mask - 1 Box (36 Masker),Elike,packing amburadul dus masker penyok penyok nya dus nyasampai buka isolasi,2,"['packing', 'amburadul', 'dus', 'masker', 'penyok', 'penyok', 'nya', 'dus', 'nyasampai', 'buka', 'isolasi']","['packing', 'amburadul', 'dus', 'masker', 'penyok', 'penyok', 'nya', 'dus', 'nyasampai', 'buka', 'isolasi']","['packing', 'amburadul', 'dus', 'masker', 'penyok', 'penyok', 'nya', 'dus', 'nyasampai', 'buka', 'isolasi']","['packing', 'amburadul', 'dus', 'masker', 'penyok', 'penyok', 'nya', 'dus', 'nyasampai', 'buka', 'isolasi']",packing amburadul dus masker penyok penyok nya dus nyasampai buka isolasi
246,Nexcare 3M Masker 3 Lapis Earloop 3 Ply Daily Mask - 1 Box (36 Masker),J***y,sih packingnya bagus kali pesan dus penyok untung dalem plastik,3,"['sih', 'packingnya', 'bagus', 'kali', 'pesan', 'dus', 'penyok', 'untung', 'dalem', 'plastik']","['sih', 'packingnya', 'bagus', 'kali', 'pesan', 'dus', 'penyok', 'untung', 'dalem', 'plastik']","['packingnya', 'bagus', 'pesan', 'dus', 'penyok', 'untung', 'plastik']","['packingnya', 'bagus', 'pesan', 'dus', 'penyok', 'untung', 'plastik']",packingnya bagus pesan dus penyok untung plastik
247,Nexcare 3M Masker 3 Lapis Earloop 3 Ply Daily Mask - 1 Box (36 Masker),A***t,thanks barang terima,5,"['thanks', 'barang', 'terima']","['thanks', 'barang', 'terima']","['thanks', 'barang', 'terima']","['thanks', 'barang', 'terima']",thanks barang terima
248,Nexcare 3M Masker 3 Lapis Earloop 3 Ply Daily Mask - 1 Box (36 Masker),Z***n,mantapssss,5,['mantapssss'],['mantapssss'],['mantapssss'],['mantapssss'],mantapssss
249,Nexcare 3M Masker 3 Lapis Earloop 3 Ply Daily Mask - 1 Box (36 Masker),I***n,top,5,['top'],['top'],['top'],['top'],top
250,Nexcare 3M Masker 3 Lapis Earloop 3 Ply Daily Mask - 1 Box (36 Masker),Y***i,packing rapipesanan sesuai,5,"['packing', 'rapipesanan', 'sesuai']","['packing', 'rapipesanan', 'sesuai']","['packing', 'rapipesanan', 'sesuai']","['packing', 'rapipesanan', 'sesuai']",packing rapipesanan sesuai
251,Baru! Masker Kain Airycool 3D Dewasa Anti Mikrobial dan Air (10 pcs) - Kids White,I***a,barang bagus recommended banget,5,"['barang', 'bagus', 'recommended', 'banget']","['barang', 'bagus', 'recommended', 'banget']","['barang', 'bagus', 'recommended', 'banget']","['barang', 'bagus', 'recommended', 'banget']",barang bagus recommended banget
252,Baru! Masker Kain Airycool 3D Dewasa Anti Mikrobial dan Air (10 pcs) - Kids White,a***s,produk kualitas manfaat mari jaga virus covid tks,5,"['produk', 'kualitas', 'manfaat', 'mari', 'jaga', 'virus', 'covid', 'tks']","['produk', 'kualitas', 'manfaat', 'mari', 'jaga', 'virus', 'covid', 'tks']","['produk', 'kualitas', 'manfaat', 'mari', 'jaga', 'virus', 'covid', 'tks']","['produk', 'kualitas', 'manfaat', 'mari', 'jaga', 'virus', 'covid', 'tks']",produk kualitas manfaat mari jaga virus covid tks
253,Baru! Masker Kain Airycool 3D Dewasa Anti Mikrobial dan Air (10 pcs) - Kids White,Y***z,size bahan ok,5,"['size', 'bahan', 'ok']","['size', 'bahan', 'ok']","['size', 'bahan', 'ok']","['size', 'bahan', 'ok']",size bahan ok
254,Baru! Masker Kain Airycool 3D Dewasa Anti Mikrobial dan Air (10 pcs) - Kids White,N***a,bagus bahan sukaaaaa,5,"['bagus', 'bahan', 'sukaaaaa']","['bagus', 'bahan', 'sukaaaaa']","['bagus', 'bahan', 'sukaaaaa']","['bagus', 'bahan', 'sukaaaaa']",bagus bahan sukaaaaa
255,Baru! Masker Kain Airycool 3D Dewasa Anti Mikrobial dan Air (10 pcs) - Kids White,a***s,produk manfaat kualitas anakanak mari jaga pandemi covid,5,"['produk', 'manfaat', 'kualitas', 'anakanak', 'mari', 'jaga', 'pandemi', 'covid']","['produk', 'manfaat', 'kualitas', 'anakanak', 'mari', 'jaga', 'pandemi', 'covid']","['produk', 'manfaat', 'kualitas', 'anakanak', 'mari', 'jaga', 'pandemi', 'covid']","['produk', 'manfaat', 'kualitas', 'anakanak', 'mari', 'jaga', 'pandemi', 'covid']",produk manfaat kualitas anakanak mari jaga pandemi covid
256,Baru! Masker Kain Airycool 3D Dewasa Anti Mikrobial dan Air (10 pcs) - Kids White,n***a,banget ukurannyaselalu cocok masker sritexgood quality,5,"['banget', 'ukurannyaselalu', 'cocok', 'masker', 'sritexgood', 'quality']","['banget', 'ukurannyaselalu', 'cocok', 'masker', 'sritexgood', 'quality']","['banget', 'ukurannyaselalu', 'cocok', 'masker', 'sritexgood', 'quality']","['banget', 'ukurannyaselalu', 'cocok', 'masker', 'sritexgood', 'quality']",banget ukurannyaselalu cocok masker sritexgood quality
257,Baru! Masker Kain Airycool 3D Dewasa Anti Mikrobial dan Air (10 pcs) - Kids White,Medyarti,kirim supeeeer cepat order subuh malam kemas rapi banget pakai bubble warp kotak masker tebal sesuai gambar puaas banget layan,5,"['kirim', 'supeeeer', 'cepat', 'order', 'subuh', 'malam', 'kemas', 'rapi', 'banget', 'pakai', 'bubble', 'warp', 'kotak', 'masker', 'tebal', 'sesuai', 'gambar', 'puaas', 'banget', 'layan']","['kirim', 'supeeeer', 'cepat', 'order', 'subuh', 'malam', 'kemas', 'rapi', 'banget', 'pakai', 'bubble', 'warp', 'kotak', 'masker', 'tebal', 'sesuai', 'gambar', 'puaas', 'banget', 'layan']","['kirim', 'supeeeer', 'cepat', 'order', 'subuh', 'malam', 'kemas', 'rapi', 'banget', 'pakai', 'bubble', 'warp', 'kotak', 'masker', 'tebal', 'sesuai', 'gambar', 'puaas', 'banget', 'layan']","['kirim', 'supeeeer', 'cepat', 'order', 'subuh', 'malam', 'kemas', 'rapi', 'banget', 'pakai', 'bubble', 'warp', 'kotak', 'masker', 'tebal', 'sesuai', 'gambar', 'puaas', 'banget', 'layan']",kirim supeeeer cepat order subuh malam kemas rapi banget pakai bubble warp kotak masker tebal sesuai gambar puaas banget layan
258,Baru! Masker Kain Airycool 3D Dewasa Anti Mikrobial dan Air (10 pcs) - Kids White,Tutiek,bagus moga tali awet,5,"['bagus', 'moga', 'tali', 'awet']","['bagus', 'moga', 'tali', 'awet']","['bagus', 'moga', 'tali', 'awet']","['bagus', 'moga', 'tali', 'awet']",bagus moga tali awet
259,Baru! Masker Kain Airycool 3D Dewasa Anti Mikrobial dan Air (10 pcs) - Kids White,Hery,ok,5,['ok'],['ok'],['ok'],['ok'],ok
260,Baru! Masker Kain Airycool 3D Dewasa Anti Mikrobial dan Air (10 pcs) - Kids White,Aan,respon cepat malam order siang mantap,5,"['respon', 'cepat', 'malam', 'order', 'siang', 'mantap']","['respon', 'cepat', 'malam', 'order', 'siang', 'mantap']","['respon', 'cepat', 'malam', 'order', 'siang', 'mantap']","['respon', 'cepat', 'malam', 'order', 'siang', 'mantap']",respon cepat malam order siang mantap
261,Face Mask Earloop 50pcs Masker mulut/ Masker Wajah Kesehatan 3ply BNPB - Pack 10pcs,Revan,thx sesuai ekspetasi beli,5,"['thx', 'sesuai', 'ekspetasi', 'beli']","['thx', 'sesuai', 'ekspetasi', 'beli']","['thx', 'sesuai', 'ekspetasi', 'beli']","['thx', 'sesuai', 'ekspetasi', 'beli']",thx sesuai ekspetasi beli
262,Face Mask Earloop 50pcs Masker mulut/ Masker Wajah Kesehatan 3ply BNPB - Pack 10pcs,dunia,bagus layan cepat,4,"['bagus', 'layan', 'cepat']","['bagus', 'layan', 'cepat']","['bagus', 'layan', 'cepat']","['bagus', 'layan', 'cepat']",bagus layan cepat
263,Face Mask Earloop 50pcs Masker mulut/ Masker Wajah Kesehatan 3ply BNPB - Pack 10pcs,Asib,barang nya sesuai pesan terima kasih toped,5,"['barang', 'nya', 'sesuai', 'pesan', 'terima', 'kasih', 'toped']","['barang', 'nya', 'sesuai', 'pesan', 'terima', 'kasih', 'toped']","['barang', 'sesuai', 'pesan', 'terima', 'kasih', 'toped']","['barang', 'sesuai', 'pesan', 'terima', 'kasih', 'toped']",barang sesuai pesan terima kasih toped
264,Face Mask Earloop 50pcs Masker mulut/ Masker Wajah Kesehatan 3ply BNPB - Pack 10pcs,V***a,kirim packing amanseller responsif deh beli kaliterima kasih,5,"['kirim', 'packing', 'amanseller', 'responsif', 'deh', 'beli', 'kaliterima', 'kasih']","['kirim', 'packing', 'amanseller', 'responsif', 'deh', 'beli', 'kaliterima', 'kasih']","['kirim', 'packing', 'amanseller', 'responsif', 'beli', 'kaliterima', 'kasih']","['kirim', 'packing', 'amanseller', 'responsif', 'beli', 'kaliterima', 'kasih']",kirim packing amanseller responsif beli kaliterima kasih
265,Face Mask Earloop 50pcs Masker mulut/ Masker Wajah Kesehatan 3ply BNPB - Pack 10pcs,Ariel,responsif barang cepat packing rapi muas terima kasih gan,5,"['responsif', 'barang', 'cepat', 'packing', 'rapi', 'muas', 'terima', 'kasih', 'gan']","['responsif', 'barang', 'cepat', 'packing', 'rapi', 'muas', 'terima', 'kasih', 'gan']","['responsif', 'barang', 'cepat', 'packing', 'rapi', 'muas', 'terima', 'kasih', 'gan']","['responsif', 'barang', 'cepat', 'packing', 'rapi', 'muas', 'terima', 'kasih', 'gan']",responsif barang cepat packing rapi muas terima kasih gan
266,Face Mask Earloop 50pcs Masker mulut/ Masker Wajah Kesehatan 3ply BNPB - Pack 10pcs,t***a,produk selamat barang bagus packingan lumayan aman mohon tingkat packingan terima kasih,5,"['produk', 'selamat', 'barang', 'bagus', 'packingan', 'lumayan', 'aman', 'mohon', 'tingkat', 'packingan', 'terima', 'kasih']","['produk', 'selamat', 'barang', 'bagus', 'packingan', 'lumayan', 'aman', 'mohon', 'tingkat', 'packingan', 'terima', 'kasih']","['produk', 'selamat', 'barang', 'bagus', 'packingan', 'lumayan', 'aman', 'mohon', 'tingkat', 'packingan', 'terima', 'kasih']","['produk', 'selamat', 'barang', 'bagus', 'packingan', 'lumayan', 'aman', 'mohon', 'tingkat', 'packingan', 'terima', 'kasih']",produk selamat barang bagus packingan lumayan aman mohon tingkat packingan terima kasih
